protein_id,family
MFPR01000009.1_8,PF02082.23
MFPR01000011.1_52,PF01177.25
MFPR01000011.1_62,PF04241.18
MFPR01000012.1_54,PF00692.22
MFPR01000013.1_18,PF00293.31
MFPR01000014.1_36,PF00510.21
MFPR01000014.1_50,PF02325.20
MFPR01000017.1_175,PF00361.23
MFPR01000018.1_4,PF04773.16
MFPR01000020.1_160,PF00078.30
MFPR01000020.1_240,PF05016.18
MFPR01000020.1_242,PF01609.24
MFPR01000026.1_6,PF01257.22
MFPR01000026.1_14,PF01938.23
MFPR01000037.1_59,PF00294.27
MFPR01000037.1_106,PF01960.21
MFPR01000038.1_5,PF09837.12
MFPR01000041.1_7,PF00160.24
MFPR01000041.1_86,PF10543.12
MFPR01000043.1_19,PF02517.19
MFPR01000043.1_142,PF01008.20
MFPR01000043.1_160,PF00929.27
MFPR01000043.1_172,PF04932.18
JAHIZU010000129.1_1,PF02082.23
JAHIZU010000129.1_5,PF02445.19
JAHIZU010000140.1_5,PF02367.20
JAHIZU010000141.1_5,PF09394.13
JAHIZU010000142.1_10,PF12728.10
JAHIZU010000013.1_3,PF09586.13
JAHIZU010000160.1_1,PF05635.14
JAHIZU010000019.1_3,PF00528.25
JAHIZU010000001.1_1,PF00290.23
JAHIZU010000176.1_1,PF05635.14
JAHIZU010000180.1_2,PF00072.27
JAHIZU010000192.1_5,PF01016.22
JAHIZU010000195.1_1,PF00871.20
JAHIZU010000201.1_3,PF04127.18
JAHIZU010000205.1_1,PF01661.24
JAHIZU010000206.1_7,PF09924.12
JAHIZU010000206.1_20,PF01545.24
JAHIZU010000210.1_3,PF05036.16
JAHIZU010000211.1_3,PF20108.2
JAHIZU010000212.1_4,PF02646.19
JAHIZU010000212.1_5,PF00044.27
JAHIZU010000221.1_6,PF01925.22
JAHIZU010000033.1_7,PF00411.22
JAHIZU010000229.1_3,PF05635.14
JAHIZU010000237.1_1,PF19077.3
JAHIZU010000239.1_3,PF18893.3
JAHIZU010000241.1_2,PF01636.26
JAHIZU010000242.1_2,PF03793.22
JAHIZU010000035.1_3,PF01797.19
JAHIZU010000036.1_4,PF07963.15
JAHIZU010000261.1_3,PF01052.23
JAHIZU010000263.1_1,PF18135.4
JAHIZU010000281.1_2,PF04066.16
JAHIZU010000039.1_1,PF02687.24
JAHIZU010000287.1_2,PF00722.24
JAHIZU010000287.1_5,PF01250.20
JAHIZU010000002.1_9,PF00920.24
JAHIZU010000048.1_5,PF00475.21
JAHIZU010000054.1_3,PF03030.19
JAHIZU010000058.1_9,PF07736.14
JAHIZU010000003.1_5,PF02787.22
JAHIZU010000068.1_2,PF01032.21
JAHIZU010000074.1_4,PF01558.21
JAHIZU010000076.1_2,PF00291.28
JAHIZU010000097.1_2,PF01527.23
JAHIZU010000011.1_4,PF02405.19
JAHIZU010000110.1_8,PF01844.26
JAHIZU010000119.1_2,PF01597.22
SICP01000004.1_71,PF01075.20
SICP01000024.1_5,PF01019.24
SICP01000005.1_26,PF00203.24
SICP01000029.1_14,PF01509.21
SICP01000030.1_3,PF01264.24
SICP01000006.1_36,PF03167.22
SICP01000007.1_31,PF00041.24
SICP01000007.1_47,PF02498.20
SICP01000008.1_8,PF00588.22
SICP01000010.1_19,PF01458.20
SICP01000010.1_32,PF02416.19
SICP01000033.1_8,PF02558.19
SICP01000034.1_10,PF00696.31
SICP01000034.1_12,PF01255.22
SICP01000012.1_25,PF00490.24
SICP01000012.1_27,PF05973.17
SICP01000001.1_15,PF00395.23
SICP01000001.1_52,PF02660.18
SICP01000001.1_53,PF04055.24
SICP01000001.1_110,PF18306.4
SICP01000002.1_74,PF00698.24
SICP01000015.1_30,PF00375.21
SICP01000017.1_11,PF00156.30
SICP01000017.1_34,PF20367.1
SICP01000003.1_21,PF00709.24
SICP01000003.1_65,PF03099.22
SICP01000003.1_77,PF00825.21
SICP01000003.1_84,PF00588.22
SICP01000003.1_89,PF02661.21
SICP01000019.1_2,PF01797.19
SICP01000021.1_5,PF02091.18
SICP01000021.1_29,PF05090.17
JAERTH010000005.1_28,PF03795.17
JAERTH010000005.1_30,PF13598.9
JAERTH010000005.1_33,PF04205.17
JAERTH010000020.1_1,PF01058.25
JAERTH010000023.1_23,PF03781.19
JAERTH010000026.1_62,PF19289.2
JAERTH010000027.1_13,PF00211.23
JAERTH010000029.1_17,PF02872.21
JAERTH010000031.1_50,PF03544.17
JAERTH010000032.1_93,PF01098.22
JAERTH010000032.1_98,PF20094.2
JAERTH010000039.1_53,PF13581.9
JAERTH010000039.1_56,PF01288.23
JAERTH010000042.1_34,PF02348.22
JAERTH010000042.1_52,PF00903.28
JAERTH010000042.1_88,PF05635.14
JAERTH010000042.1_112,PF01980.19
JAERTH010000043.1_16,PF03976.17
JAERTH010000043.1_31,PF02082.23
JAERTH010000046.1_7,PF03747.17
JAERTH010000046.1_12,PF02638.18
JAERTH010000050.1_43,PF07238.17
JAERTH010000053.1_28,PF03918.17
JAERTH010000055.1_7,PF14378.9
JAERTH010000056.1_14,PF13527.10
JAERTH010000059.1_6,PF07494.14
JAERTH010000060.1_57,PF00753.30
JAERTH010000067.1_22,PF01566.21
JAERTH010000075.1_5,PF01433.23
JAERTH010000075.1_26,PF00285.24
JAERTH010000075.1_47,PF03783.17
JAERTH010000080.1_28,PF16949.8
JAERTH010000083.1_27,PF00005.30
JAERTH010000083.1_62,PF02666.18
JAERTH010000086.1_3,PF03544.17
JAERTH010000092.1_4,PF00583.28
JAERTH010000103.1_10,PF08545.13
JAERTH010000107.1_20,PF02604.22
JAERTH010000114.1_11,PF00075.27
JAERTH010000115.1_5,PF07670.17
JAERTH010000122.1_16,PF09055.14
JAERTH010000128.1_1,PF00696.31
JAERTH010000133.1_14,PF00482.26
JAERTH010000133.1_17,PF07963.15
JAERTH010000136.1_1,PF01527.23
JAERTH010000142.1_10,PF00528.25
JAERTH010000142.1_13,PF01797.19
JAERTH010000149.1_3,PF13729.9
JAERTH010000160.1_30,PF17164.7
JAERTH010000173.1_20,PF06429.16
JAERTH010000175.1_12,PF03319.16
JAERTH010000177.1_6,PF13230.9
JAERTH010000180.1_1,PF01048.23
JAERTH010000180.1_10,PF13562.9
NZWP01000022.1_40,PF01722.21
NZWP01000022.1_62,PF01025.22
NZWP01000023.1_8,PF03167.22
NZWP01000001.1_7,PF01433.23
NZWP01000001.1_9,PF01790.21
NZWP01000003.1_18,PF06144.16
NZWP01000007.1_21,PF13442.9
NZWP01000008.1_6,PF01625.24
NZWP01000010.1_9,PF01795.22
NZWP01000011.1_5,PF00291.28
NZWP01000012.1_9,PF11297.11
NZWP01000013.1_14,PF03030.19
NZWP01000013.1_29,PF03331.16
NZWP01000013.1_45,PF09424.13
NZWP01000013.1_72,PF00534.23
NZWP01000014.1_20,PF00903.28
NZWP01000020.1_11,PF00410.22
DSCS01000018.1_26,PF04474.15
DSCS01000018.1_33,PF13557.9
DSCS01000018.1_99,PF02470.23
DSCS01000018.1_111,PF16256.8
DSCS01000018.1_154,PF00215.27
DSCS01000029.1_98,PF01327.24
DSCS01000029.1_110,PF02508.17
DSCS01000026.1_3,PF00717.26
DSCS01000026.1_43,PF01075.20
DSCS01000058.1_26,PF03473.20
DSCS01000058.1_37,PF02699.18
DSCS01000057.1_24,PF00128.27
DSCS01000057.1_32,PF00795.25
DSCS01000057.1_70,PF08902.14
DSCS01000064.1_15,PF01975.20
DSCS01000064.1_16,PF04773.16
DSCS01000064.1_56,PF00885.22
DSCS01000025.1_16,PF03610.19
DSCS01000025.1_29,PF07963.15
DSCS01000044.1_15,PF00216.24
DSCS01000044.1_16,PF00551.22
DSCS01000044.1_19,PF00326.24
DSCS01000005.1_25,PF05635.14
DSCS01000048.1_6,PF01656.26
DSCS01000012.1_22,PF00696.31
DSCS01000012.1_36,PF03548.18
DSCS01000053.1_2,PF13367.9
DSCS01000053.1_8,PF20408.1
DSCS01000053.1_16,PF00873.22
DSCS01000052.1_6,PF01098.22
DSCS01000052.1_9,PF08478.13
DSCS01000052.1_17,PF00156.30
DSCS01000052.1_35,PF01039.25
DSCS01000021.1_25,PF07963.15
DSCS01000032.1_17,PF00410.22
DSCS01000032.1_31,PF01196.22
DSCS01000032.1_38,PF00383.26
DSCS01000060.1_15,PF17253.5
DSCS01000002.1_6,PF00701.25
DSCS01000030.1_2,PF01863.20
DSCS01000016.1_10,PF00196.22
DSCS01000017.1_14,PF14397.9
DSCS01000022.1_6,PF00687.24
DSCS01000028.1_3,PF14771.9
DSCS01000036.1_12,PF03787.18
DSCS01000068.1_4,PF03352.16
DSCS01000054.1_4,PF02417.18
DSCS01000066.1_3,PF04255.17
DSCS01000066.1_8,PF05015.16
DSCS01000011.1_4,PF00202.24
DSCS01000055.1_1,PF03992.19
JAFGWL010000054.1_18,PF02502.21
JAFGWL010000056.1_8,PF01554.21
JAFGWL010000056.1_59,PF01642.25
JAFGWL010000056.1_67,PF07949.15
JAFGWL010000056.1_102,PF07228.15
JAFGWL010000056.1_169,PF00950.20
JAFGWL010000056.1_205,PF02537.18
JAFGWL010000056.1_212,PF01841.22
JAFGWL010000057.1_3,PF10150.12
JAFGWL010000014.1_10,PF00210.27
JAFGWL010000067.1_2,PF09862.12
JAFGWL010000069.1_3,PF04389.20
JAFGWL010000003.1_1,PF02620.20
JAFGWL010000003.1_21,PF13440.9
JAFGWL010000071.1_1,PF00012.23
JAFGWL010000071.1_15,PF01551.25
JAFGWL010000071.1_33,PF03781.19
JAFGWL010000017.1_7,PF02775.24
JAFGWL010000017.1_13,PF05681.17
JAFGWL010000017.1_20,PF01649.21
JAFGWL010000018.1_57,PF00334.22
JAFGWL010000022.1_2,PF04389.20
JAFGWL010000023.1_21,PF09424.13
JAFGWL010000024.1_13,PF14397.9
JAFGWL010000025.1_4,PF04205.17
JAFGWL010000026.1_24,PF04079.19
JAFGWL010000029.1_21,PF01058.25
JAFGWL010000005.1_32,PF00293.31
JAFGWL010000033.1_14,PF01268.22
JAFGWL010000033.1_16,PF00381.22
JAFGWL010000036.1_12,PF01063.22
JAFGWL010000036.1_30,PF00596.24
JAFGWL010000011.1_61,PF00692.22
JAFGWL010000049.1_4,PF00440.26
PMWA01000113.1_1,PF01855.22
PMWA01000083.1_6,PF12900.10
PMWA01000091.1_7,PF00384.25
PMWA01000075.1_18,PF09335.14
PMWA01000025.1_27,PF01280.23
PMWA01000089.1_9,PF06500.14
PMWA01000076.1_1,PF01963.20
PMWA01000001.1_2,PF13692.9
PMWA01000026.1_1,PF02679.18
PMWA01000026.1_2,PF13528.9
PMWA01000021.1_40,PF00999.24
PMWA01000021.1_66,PF08937.14
PMWA01000077.1_15,PF09887.12
PMWA01000082.1_34,PF00571.31
PMWA01000014.1_5,PF01048.23
PMWA01000014.1_8,PF05559.14
PMWA01000034.1_3,PF10967.11
PMWA01000124.1_20,PF01841.22
PMWA01000094.1_14,PF00588.22
PMWA01000101.1_6,PF13714.9
PMWA01000101.1_7,PF01451.24
PMWA01000003.1_2,PF05239.19
PMWA01000092.1_61,PF08489.14
PMWA01000092.1_62,PF00885.22
PMWA01000050.1_48,PF04412.16
PMWA01000067.1_26,PF02272.22
PMWA01000067.1_55,PF01920.23
PMWA01000028.1_44,PF01380.25
PMWA01000042.1_21,PF01092.22
PMWA01000042.1_25,PF01200.21
PMWA01000042.1_42,PF01988.22
PMWA01000042.1_48,PF09335.14
PMWA01000099.1_4,PF00696.31
PMWA01000031.1_22,PF01206.20
PMWA01000031.1_72,PF04015.15
PMWA01000037.1_14,PF02666.18
PMWA01000078.1_12,PF03729.16
PMWA01000039.1_12,PF01888.20
PMWA01000017.1_5,PF04055.24
PMWA01000103.1_9,PF00072.27
PMWA01000104.1_1,PF01969.20
PMWA01000104.1_21,PF00440.26
PMWA01000104.1_65,PF00696.31
PMWA01000104.1_73,PF02624.19
PMWA01000029.1_10,PF00011.24
PMWA01000088.1_6,PF06197.16
PMWA01000058.1_23,PF10049.12
JAFUHT010000003.1_39,PF00596.24
JAFUHT010000030.1_52,PF01872.20
JAFUHT010000031.1_9,PF02687.24
JAFUHT010000031.1_10,PF02687.24
JAFUHT010000031.1_24,PF01871.20
JAFUHT010000034.1_70,PF04007.15
JAFUHT010000040.1_25,PF00145.20
JAFUHT010000040.1_49,PF04865.17
JAFUHT010000041.1_1,PF00118.27
JAFUHT010000041.1_12,PF17146.7
JAFUHT010000004.1_13,PF01618.19
JAFUHT010000049.1_7,PF00475.21
JAFUHT010000050.1_8,PF00037.30
JAFUHT010000050.1_15,PF07754.14
JAFUHT010000050.1_21,PF02475.19
JAFUHT010000050.1_34,PF00440.26
JAFUHT010000006.1_10,PF04991.16
JAFUHT010000052.1_6,PF01969.20
JAFUHT010000054.1_52,PF02700.17
JAFUHT010000054.1_61,PF08541.13
JAFUHT010000054.1_82,PF01638.20
JAFUHT010000007.1_16,PF01976.20
JAFUHT010000059.1_5,PF03033.23
JAFUHT010000060.1_7,PF09341.13
JAFUHT010000063.1_5,PF03747.17
JAFUHT010000063.1_12,PF00318.23
JAFUHT010000009.1_35,PF01939.19
JAFUHT010000071.1_7,PF09885.12
JAFUHT010000071.1_12,PF00935.22
JAFUHT010000071.1_15,PF00290.23
JAFUHT010000071.1_38,PF09719.13
JAFUHT010000073.1_2,PF07179.15
JAFUHT010000011.1_14,PF00694.22
JAFUHT010000077.1_65,PF03167.22
JAFUHT010000012.1_36,PF00682.22
JAFUHT010000013.1_30,PF13197.9
JAFUHT010000080.1_26,PF01026.24
JAFUHT010000080.1_40,PF00474.20
JAFUHT010000081.1_4,PF00815.23
JAFUHT010000083.1_13,PF18933.3
JAFUHT010000083.1_48,PF02146.20
JAFUHT010000014.1_3,PF01944.20
JAFUHT010000084.1_10,PF03059.19
JAFUHT010000085.1_7,PF02581.20
JAFUHT010000090.1_5,PF04609.15
JAFUHT010000090.1_20,PF02475.19
NZ_AGJL01000100.1_2,PF13358.9
NZ_AGJL01000093.1_2,PF01554.21
NZ_AGJL01000077.1_2,PF07282.14
NZ_AGJL01000076.1_2,PF01261.27
NZ_AGJL01000072.1_5,PF00361.23
NZ_AGJL01000060.1_2,PF00543.25
NZ_AGJL01000053.1_4,PF02552.19
NZ_AGJL01000051.1_6,PF00596.24
NZ_AGJL01000050.1_18,PF09881.12
NZ_AGJL01000035.1_5,PF01269.20
NZ_AGJL01000034.1_14,PF01336.28
NZ_AGJL01000033.1_21,PF01035.23
NZ_AGJL01000033.1_23,PF04055.24
NZ_AGJL01000030.1_2,PF07719.20
NZ_AGJL01000030.1_10,PF01996.19
NZ_AGJL01000030.1_27,PF00072.27
NZ_AGJL01000029.1_9,PF01163.25
NZ_AGJL01000026.1_6,PF13244.9
NZ_AGJL01000025.1_8,PF05165.15
NZ_AGJL01000023.1_6,PF00288.29
NZ_AGJL01000023.1_16,PF02686.18
NZ_AGJL01000022.1_1,PF04021.15
NZ_AGJL01000022.1_38,PF01775.20
NZ_AGJL01000020.1_32,PF03750.16
NZ_AGJL01000018.1_4,PF01980.19
NZ_AGJL01000018.1_11,PF01872.20
NZ_AGJL01000018.1_15,PF01922.20
NZ_AGJL01000017.1_10,PF02445.19
NZ_AGJL01000015.1_2,PF03600.19
NZ_AGJL01000015.1_6,PF01873.20
NZ_AGJL01000014.1_33,PF14343.9
NZ_AGJL01000014.1_37,PF02006.19
NZ_AGJL01000010.1_26,PF03807.20
NZ_AGJL01000004.1_3,PF09754.12
NZ_AGJL01000004.1_16,PF01629.19
NZ_AGJL01000004.1_20,PF09890.12
NZ_AGJL01000003.1_18,PF01381.25
NZ_AGJL01000002.1_33,PF09001.14
NZ_AGJL01000002.1_57,PF02350.22
NZ_AGJL01000001.1_82,PF04135.15
DQUI01000022.1_3,PF01964.21
DQUI01000089.1_10,PF01976.20
DQUI01000007.1_2,PF02006.19
DQUI01000016.1_3,PF04412.16
DQUI01000045.1_10,PF04021.15
DQUI01000041.1_9,PF02635.18
DQUI01000041.1_14,PF09335.14
DQUI01000030.1_10,PF10125.12
DQUI01000030.1_11,PF09878.12
DQUI01000026.1_3,PF01040.21
DQUI01000066.1_24,PF01163.25
DQUI01000077.1_16,PF00215.27
DQUI01000090.1_8,PF01264.24
DQUI01000017.1_14,PF01912.21
DQUI01000017.1_15,PF01198.22
DQUI01000017.1_23,PF01907.22
DQUI01000015.1_2,PF01914.20
DQUI01000015.1_14,PF02615.17
DQUI01000006.1_1,PF01949.19
DQUI01000025.1_47,PF01979.23
DQUI01000087.1_13,PF00482.26
DQUI01000086.1_4,PF00126.30
DQUI01000086.1_7,PF09987.12
DQUI01000046.1_6,PF03201.19
DQUI01000084.1_17,PF01145.28
DQUI01000084.1_20,PF01269.20
DQUI01000068.1_2,PF02391.20
DQUI01000068.1_5,PF02654.18
DQUI01000033.1_3,PF00953.24
DQUI01000063.1_7,PF04458.15
DQUI01000075.1_1,PF04123.16
DQUI01000020.1_10,PF09858.12
DQUI01000024.1_1,PF04104.17
DQUI01000014.1_5,PF09888.12
DQUI01000074.1_9,PF02686.18
DQUI01000064.1_3,PF13379.9
DQUI01000064.1_16,PF01967.24
DQUI01000029.1_10,PF03201.19
DQUI01000051.1_3,PF01893.19
NZ_CP015520.1_49,PF01918.24
NZ_CP015520.1_52,PF01008.20
NZ_CP015520.1_72,PF01026.24
NZ_CP015520.1_103,PF01699.27
NZ_CP015520.1_150,PF00881.27
NZ_CP015520.1_204,PF02310.22
NZ_CP015520.1_206,PF02545.17
NZ_CP015520.1_361,PF13660.9
NZ_CP015520.1_376,PF00293.31
NZ_CP015520.1_388,PF01467.29
NZ_CP015520.1_428,PF06508.16
NZ_CP015520.1_538,PF10418.12
NZ_CP015520.1_557,PF00953.24
NZ_CP015520.1_563,PF04055.24
NZ_CP015520.1_579,PF07758.14
NZ_CP015520.1_615,PF01894.20
NZ_CP015520.1_648,PF07760.14
NZ_CP015520.1_649,PF12389.11
NZ_CP015520.1_697,PF00079.23
NZ_CP015520.1_763,PF01914.20
NZ_CP015520.1_767,PF00999.24
NZ_CP015520.1_898,PF01725.19
NZ_CP015520.1_1070,PF01558.21
NZ_CP015520.1_1092,PF01507.22
NZ_CP015520.1_1167,PF02445.19
NZ_CP015520.1_1255,PF03911.19
NZ_CP015520.1_1322,PF03367.16
NZ_CP015520.1_1372,PF00410.22
NZ_CP015520.1_1382,PF01956.19
NZ_CP015520.1_1395,PF00572.21
NZ_CP015520.1_1494,PF00440.26
NZ_CP015520.1_1527,PF07650.20
NZ_CP015520.1_1681,PF01255.22
NZ_CP015520.1_1689,PF11469.11
NZ_CP015520.1_1693,PF01594.19
NZ_CP015520.1_1696,PF08544.16
NZ_CP015520.1_1783,PF10050.12
NZ_CP015520.1_1878,PF05239.19
NZ_CP015520.1_2036,PF14088.9
NZ_CP015520.1_2074,PF00892.23
NZ_CP015520.1_2174,PF01177.25
NZ_CP015520.1_2206,PF00005.30
NZ_CP015520.1_2251,PF02915.20
NZ_JXCG01000001.1_53,PF02933.20
NZ_JXCG01000001.1_64,PF01894.20
NZ_JXCG01000001.1_86,PF01297.20
NZ_JXCG01000001.1_103,PF03477.19
NZ_JXCG01000001.1_182,PF03551.17
NZ_JXCG01000001.1_188,PF00924.21
NZ_JXCG01000001.1_249,PF04007.15
NZ_JXCG01000001.1_264,PF00359.25
NZ_JXCG01000001.1_325,PF02680.17
NZ_JXCG01000001.1_339,PF00437.23
NZ_JXCG01000001.1_355,PF02163.25
NZ_JXCG01000011.1_19,PF01910.20
NZ_JXCG01000011.1_20,PF04123.16
NZ_JXCG01000012.1_26,PF01936.21
NZ_JXCG01000013.1_40,PF01906.20
NZ_JXCG01000014.1_12,PF00005.30
NZ_JXCG01000014.1_13,PF02386.19
NZ_JXCG01000015.1_19,PF02086.18
NZ_JXCG01000018.1_14,PF11419.11
NZ_JXCG01000002.1_6,PF03169.18
NZ_JXCG01000003.1_17,PF04066.16
NZ_JXCG01000003.1_39,PF01881.19
NZ_JXCG01000003.1_91,PF04587.18
NZ_JXCG01000003.1_237,PF00291.28
NZ_JXCG01000003.1_297,PF01997.19
NZ_JXCG01000004.1_142,PF00692.22
NZ_JXCG01000004.1_171,PF00294.27
NZ_JXCG01000004.1_173,PF00291.28
NZ_JXCG01000004.1_204,PF01655.21
NZ_JXCG01000004.1_224,PF01750.21
NZ_JXCG01000006.1_20,PF06745.16
NZ_JXCG01000006.1_51,PF03479.18
NZ_JXCG01000006.1_78,PF03773.16
NZ_JXCG01000006.1_102,PF02579.20
NZ_JXCG01000006.1_114,PF01986.19
NZ_JXCG01000006.1_122,PF00730.28
NZ_JXCG01000006.1_149,PF01775.20
NZ_JXCG01000007.1_17,PF00210.27
NZ_JXCG01000007.1_67,PF02915.20
QHSL01000005.1_4,PF02374.18
QHSL01000005.1_6,PF01717.21
QHSL01000142.1_5,PF12833.10
QHSL01000008.1_32,PF07331.14
QHSL01000055.1_7,PF03069.18
QHSL01000014.1_24,PF00459.28
QHSL01000067.1_56,PF02608.17
QHSL01000015.1_34,PF00528.25
QHSL01000016.1_35,PF02211.18
QHSL01000017.1_32,PF01195.22
QHSL01000041.1_4,PF03061.25
QHSL01000068.1_21,PF00528.25
QHSL01000069.1_47,PF12973.10
QHSL01000059.1_129,PF00496.25
QHSL01000072.1_54,PF06181.14
QHSL01000073.1_79,PF02608.17
QHSL01000031.1_2,PF14535.9
QHSL01000060.1_106,PF00923.22
QHSL01000060.1_129,PF00005.30
QHSL01000074.1_49,PF00698.24
QHSL01000074.1_60,PF03239.17
QHSL01000035.1_14,PF01075.20
QHSL01000076.1_26,PF00814.28
QHSL01000077.1_53,PF02348.22
QHSL01000030.1_35,PF02653.19
QHSL01000081.1_8,PF08238.15
QHSL01000083.1_14,PF04055.24
QHSL01000084.1_29,PF14238.9
QHSL01000085.1_113,PF01553.24
QHSL01000100.1_7,PF04909.17
QHSL01000088.1_31,PF01144.26
QHSL01000089.1_34,PF04909.17
QHSL01000092.1_8,PF00005.30
QHSL01000092.1_66,PF04392.15
QHSL01000092.1_67,PF04392.15
QHSL01000093.1_3,PF04392.15
QHSL01000135.1_2,PF02575.19
JACPHL010000202.1_8,PF03243.18
JACPHL010000020.1_13,PF00528.25
JACPHL010000015.1_8,PF02978.22
JACPHL010000041.1_6,PF00076.25
JACPHL010000255.1_5,PF00037.30
JACPHL010000007.1_7,PF04909.17
JACPHL010000264.1_12,PF00384.25
JACPHL010000265.1_16,PF01145.28
JACPHL010000274.1_1,PF01182.23
JACPHL010000271.1_8,PF13525.9
JACPHL010000280.1_7,PF02894.20
JACPHL010000082.1_10,PF13344.9
JACPHL010000083.1_5,PF01970.19
JACPHL010000301.1_8,PF00510.21
JACPHL010000303.1_5,PF07690.19
JACPHL010000035.1_10,PF01977.19
JACPHL010000310.1_1,PF01351.21
JACPHL010000325.1_2,PF00291.28
JACPHL010000322.1_3,PF00496.25
JACPHL010000050.1_3,PF03091.18
JACPHL010000077.1_3,PF00694.22
JACPHL010000098.1_7,PF00126.30
JACPHL010000116.1_10,PF04551.17
JACPHL010000114.1_2,PF20332.1
JACPHL010000131.1_4,PF00072.27
JACPHL010000148.1_11,PF00005.30
JACPHL010000146.1_1,PF00120.27
JACPHL010000171.1_7,PF00294.27
JACPHL010000006.1_3,PF00291.28
JACPHL010000212.1_9,PF01809.21
JACPHL010000196.1_2,PF01258.20
JACPHL010000199.1_2,PF00809.25
JACCLG010000013.1_22,PF01282.22
JACCLG010000052.1_10,PF01868.19
JACCLG010000052.1_37,PF00572.21
JACCLG010000003.1_3,PF04014.21
JACCLG010000003.1_12,PF01964.21
JACCLG010000003.1_25,PF13231.9
JACCLG010000020.1_11,PF05123.15
JACCLG010000024.1_29,PF14464.9
JACCLG010000035.1_11,PF01941.22
JACCLG010000035.1_18,PF00482.26
JACCLG010000035.1_21,PF13298.9
JACCLG010000035.1_34,PF11611.11
JACCLG010000035.1_43,PF00334.22
JACCLG010000031.1_4,PF01569.24
JACCLG010000026.1_1,PF06739.14
JACCLG010000055.1_9,PF01558.21
JACCLG010000055.1_12,PF01841.22
JACCLG010000055.1_14,PF03703.17
JACCLG010000006.1_8,PF13231.9
JACCLG010000042.1_14,PF01916.20
JACCLG010000010.1_7,PF00482.26
JACCLG010000010.1_10,PF03073.18
JACCLG010000045.1_4,PF00293.31
JACCLG010000045.1_37,PF01994.19
JACCLG010000045.1_43,PF01040.21
JACCLG010000045.1_44,PF06745.16
JACCLG010000045.1_45,PF00291.28
JACCLG010000036.1_9,PF03685.16
JACCLG010000046.1_14,PF00482.26
JACCLG010000046.1_40,PF00005.30
JACCLG010000046.1_41,PF19232.2
JACCLG010000046.1_44,PF05016.18
JACCLG010000002.1_2,PF01862.19
JACCLG010000002.1_3,PF01988.22
JACCLG010000025.1_11,PF04406.17
JACCLG010000044.1_8,PF01569.24
JACCLG010000007.1_7,PF00571.31
JACCLG010000017.1_7,PF01976.20
JACCLG010000017.1_11,PF00338.25
JACCLG010000017.1_25,PF06745.16
JACCLG010000039.1_2,PF01875.20
JACCLG010000039.1_6,PF04412.16
JACCLG010000039.1_26,PF00132.27
JACCLG010000049.1_1,PF00227.29
JACCLG010000012.1_1,PF00709.24
JACCLG010000012.1_33,PF00188.29
JACCLG010000012.1_40,PF04123.16
JACCLG010000012.1_45,PF01949.19
JACCLG010000012.1_49,PF01896.22
JACCLG010000012.1_54,PF04135.15
JACCLG010000012.1_61,PF01969.20
JACCLG010000012.1_63,PF04587.18
JACCLG010000050.1_109,PF13192.9
JACCLG010000018.1_16,PF00339.32
JACCLG010000009.1_19,PF04011.15
DRXT01000010.1_35,PF13263.9
DRXT01000010.1_46,PF00297.25
DRXT01000010.1_55,PF00828.22
DRXT01000010.1_56,PF00327.23
DRXT01000010.1_58,PF17144.7
DRXT01000010.1_59,PF01280.23
DRXT01000010.1_61,PF00347.26
DRXT01000018.1_36,PF01191.22
DRXT01000018.1_41,PF00587.28
DRXT01000018.1_45,PF00164.28
DRXT01000014.1_9,PF02996.20
DRXT01000014.1_14,PF00696.31
DRXT01000046.1_1,PF00999.24
DRXT01000046.1_5,PF00111.30
DRXT01000046.1_17,PF01435.21
DRXT01000042.1_11,PF00572.21
DRXT01000042.1_19,PF09754.12
DRXT01000024.1_17,PF05343.17
DRXT01000027.1_8,PF01423.25
DRXT01000027.1_24,PF05343.17
DRXT01000009.1_3,PF01798.21
DRXT01000048.1_14,PF01189.20
DRXT01000050.1_12,PF02697.17
DRXT01000032.1_6,PF00338.25
DRXT01000039.1_13,PF03547.21
DRXT01000002.1_7,PF13189.9
DRXT01000037.1_2,PF00398.23
DRXT01000023.1_3,PF01145.28
DRXT01000023.1_5,PF18916.3
DRXT01000029.1_4,PF04123.16
DSSU01000335.1_54,PF04909.17
DSSU01000080.1_24,PF02653.19
DSSU01000080.1_31,PF13231.9
DSSU01000058.1_9,PF00982.24
DSSU01000277.1_23,PF00296.23
DSSU01000041.1_5,PF02472.19
DSSU01000041.1_8,PF02694.18
DSSU01000216.1_2,PF01522.24
DSSU01000165.1_23,PF00171.25
DSSU01000393.1_19,PF13231.9
DSSU01000161.1_15,PF01960.21
DSSU01000341.1_17,PF00989.28
DSSU01000233.1_3,PF20091.2
DSSU01000106.1_15,PF01075.20
DSSU01000114.1_8,PF02310.22
DSSU01000114.1_10,PF01796.20
DSSU01000137.1_18,PF01557.21
DSSU01000299.1_19,PF04079.19
DSSU01000016.1_16,PF00030.22
DSSU01000276.1_17,PF04073.18
DSSU01000090.1_8,PF07693.17
DSSU01000337.1_6,PF02668.19
DSSU01000428.1_2,PF00950.20
DSSU01000110.1_14,PF08487.13
DSSU01000121.1_1,PF06170.15
DSSU01000048.1_6,PF01557.21
DSSU01000048.1_7,PF00754.28
DSSU01000420.1_12,PF13533.9
DSSU01000425.1_3,PF03437.18
DSSU01000284.1_6,PF00437.23
